id,reportingPeriod,state,legalAgencyName,projectType,projectStartDate,projectEndDate,nameOfProgram,fundingAmount
9c9c7f42-1ca3-4a85-a6c3-8b756eee3d8d,2014,Indiana,Grant County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
de0d8d96-3d69-4529-9bb2-255f7fafb802,2014,Indiana,Greene County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8484.80
4b62bacc-92ab-4498-b6b1-4db1eb4fbcad,2014,Indiana,Hamilton County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
b38f16aa-0f14-4d0e-9707-39cb9649128b,2014,Indiana,Hancock County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8317.87
4c68c3fe-ec9e-451d-b657-980a2e4d089b,2014,Indiana,Harrison County Emergency Management,developenhanceplansproceduresandprotocols,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.00
b61ed317-47e8-4537-97bc-3e40b6524b18,2014,Indiana,Hendricks County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8341.91
134b1e0a-e093-4d55-9462-14b93bfda21e,2014,Indiana,Henry County Emergency Management,developenhanceinteroperablecommunicationssystems,2013-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,20000.00
f8bff884-b377-4a00-9cec-78b00406b868,2014,Indiana,Henry County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
75747e65-f694-44e3-8a3f-86c3044fd6f6,2014,Indiana,Howard County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
d30469cd-1e6c-4dca-81d1-4ca57e2ab418,2014,Indiana,Huntington County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,7518.41
2c187916-fe2c-4499-8f9c-621dcd3a113e,2014,Indiana,Indiana Department of Environmental Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,16373.75
2c1e6d2a-af2c-4b4c-a5f5-36ae3f640f12,2014,Indiana,Indiana Department of Homeland Security (Local),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,2561515.47
c8957e67-22f8-4528-939c-2b69d723bbe2,2014,Indiana,Indiana Department of Homeland Security (State),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,16129.16
160e3287-9278-4115-bc85-99aaa5af2de7,2014,Indiana,Indiana Department of Homeland Security (State),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-12-01T00:00:00.000Z,2015-07-01T00:00:00.000Z,EMPG,824648.64
8fff2224-7c70-4c26-ab24-ef9db030f475,2014,Indiana,Indiana Department of Homeland Security (State),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-07-01T00:00:00.000Z,2014-09-01T00:00:00.000Z,EMPG,10300.04
ade8e094-1c0f-47bb-95dd-3827e5720227,2014,Indiana,Indiana Department of Homeland Security (State),developenhancehomelandsecurityemergencymanagementorganizationandstructure,2015-07-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,EMPG,26493.95
4fef0c88-ca04-4c98-8c7e-843766a93e39,2014,Indiana,Indiana Department of Homeland Security (State),developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,71749.55
dc7afdf7-fce3-4771-b372-e7fdbe2787ff,2014,Indiana,Indiana Department of Homeland Security (State),developenhanceplansproceduresandprotocols,2013-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,310298.43
93fa573a-b889-402e-880e-c6f5dc39040d,2014,Indiana,Indiana Department of Homeland Security (State),developenhanceplansproceduresandprotocols,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,7899.10
8627938d-64a9-4b4c-9457-11a85eb34d54,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorecoverfromallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,22839.00
9dccb32e-b6af-41b8-af39-3abafa43df6e,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,134038.70
e9a43879-dc18-4740-9156-373a3b9f6ef7,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,76869.48
fef4809d-35e3-467a-9d08-632ad9658732,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2016-01-01T00:00:00.000Z,EMPG,13020.33
894a49b8-4761-4127-a64c-ae79dff4c6bf,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,EMPG,5854.38
d76335d0-d496-4000-a674-87f766fdce61,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorespondtoallhazardsevents,2014-07-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,9597.59
b34695f1-3326-4bc5-9fdc-9a88c8790a39,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitiestorespondtoallhazardsevents,2015-08-01T00:00:00.000Z,2016-01-01T00:00:00.000Z,EMPG,5000.00
723d6abd-5f1b-4403-860a-247524687a6f,2014,Indiana,Indiana Department of Homeland Security (State),Enhancecapabilitytosupporteconomicandcommunityrecovery,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,9750.00
a02c3ce6-5147-4030-8040-05516df6223c,2014,Indiana,Indiana Department of Homeland Security (State),Enhanceintegrationofmetropolitanareapublichealth/medicalandemergencymanagementcapabilities,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,207143.98
a9961418-d66f-4037-8926-e0f455d1ab71,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancecitizenvolunteerinitiatives,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,18720.05
99d667f2-f624-4267-9b1f-a03d90ee2e18,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancecitizenvolunteerinitiatives,2014-02-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,EMPG,23879.46
56dd83d9-8637-402f-bfe4-c751995b7d0a,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancecitizenvolunteerinitiatives,2015-07-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,EMPG,13223.62
8562d3dd-5db5-43dd-97a2-6bf1b1d209ba,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2015-01-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,21783.05
59234a06-02e2-4d24-8cb8-8d33f3e148b0,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,105000.00
b1b4d7e6-e85b-4d0b-ab54-3aa42de8f65f,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-07-01T00:00:00.000Z,2016-01-01T00:00:00.000Z,EMPG,123205.32
2bcc2fa0-679e-4e64-b880-81492aa5cb48,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancemasscareshelterandalternativemedicalfacilitiesoperations,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,6395.32
6d523682-ebe8-4fbd-9a15-272b3e41aa12,2014,Indiana,Indiana Department of Homeland Security (State),establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,59389.49
da090699-8a49-4027-836a-9381656b0ba7,2014,Indiana,Indiana Department of Homeland Security (State),establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,225798.69
9b944ad3-417b-42d1-b071-3553c316606a,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancepublicprivateemergencypreparednessprogram,2014-07-01T00:00:00.000Z,2015-11-01T00:00:00.000Z,EMPG,57378.81
31df6fae-0a3c-4bbd-b3c9-d18f29420e2a,2014,Indiana,Indiana Department of Homeland Security (State),establishenhancesustainablehomelandsecuritytrainingprogram,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,1502.47
e3ccfc87-1ee8-4ea9-9cd4-966461c583ac,2014,Indiana,Indiana Department of Homeland Security (State),ManageupdateandorimplementtheStateHomelandSecurityStrategy,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,338395.62
a569f65c-352a-4044-8206-5207e827fe44,2014,Indiana,Indiana Dept of Education,developenhanceplansproceduresandprotocols,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,36629.04
88387ce9-de88-4fe9-82d8-5ef0f56f6042,2014,Indiana,Indiana National Guard,developenhanceplansproceduresandprotocols,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,50374.78
91bfb4b7-b8ca-4fe5-b616-1e0b36b6b5ba,2014,Indiana,Indiana Rural Health Association,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8410.00
a0624a90-8d49-4099-9cbb-879f0f5e9018,2014,Indiana,"Indianapolis, City of",Enhancecapabilitytosupporteconomicandcommunityrecovery,2014-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,8412.29
683bc1bf-922e-4e07-88fe-1afb3dec196e,2014,Indiana,Jackson County Emergency Management,developenhanceplansproceduresandprotocols,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
16c1cc2a-01bf-4019-b695-ac5f91cda49f,2014,Indiana,Jasper County Emergency Management,establishenhancecybersecurityprogram,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
3ae79467-bb2f-402d-b721-62761e8abe6b,2014,Indiana,Jay County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8438.34
415d9f3d-ce9f-4759-87a4-382bf3fa1194,2014,Indiana,Jefferson County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,19768.97
06964067-7b0e-473a-b5de-9a28c14b89c3,2014,Indiana,Jefferson County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
68abc282-fccd-4bde-b3df-eb19929735ff,2014,Indiana,Jennings County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8484.00
6d5256cd-c50a-48ec-a190-ce61ec546c5b,2014,Indiana,Johnson County Emergency Mangement,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
393e43d9-4702-48e4-80c6-c25dd240e287,2014,Indiana,Knox County Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2015-01-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,14181.33
f2d7fbf0-bbab-4c32-83ed-cdb30be23e3a,2014,Indiana,Knox County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
4550baf2-2252-425c-8f88-7e80610294c9,2014,Indiana,Kosciusko County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
06a007e9-4728-429c-8d8e-cdd32e78acc1,2014,Indiana,Kosciusko County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,60000.00
2e1a40a1-7848-44d4-ae76-c3f6b010ad6c,2014,Indiana,Lagrange County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8470.64
ab9063c2-3d11-4d23-8455-ff92d4bc82f1,2014,Indiana,Lake County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8302.43
2eae2412-b4f1-41ec-96f4-13993232bccf,2014,Indiana,Laporte County Emergency Management,establishenhanceemergencyoperationscenter,2013-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,14034.44
4bd5bfbc-80b0-4abe-9cb0-0024c1b9ad56,2014,Indiana,Laporte County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8477.86
032a9e29-9854-41b0-a1a9-54c2d44c6514,2014,Indiana,Lawrence County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.00
900515b9-58cd-4a23-859d-dadf2207d27a,2014,Indiana,Madison County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-04-01T00:00:00.000Z,2014-06-01T00:00:00.000Z,EMPG,19500.00
25300e42-1c01-4f67-8062-5d4a9c991c76,2014,Indiana,Madison County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8339.85
fdc3c87c-df19-476b-9aa0-04543adf1916,2014,Indiana,Marshall County Emergency Management,developenhanceplansproceduresandprotocols,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8411.98
fef96727-f527-4951-9f84-a7b946c0d97a,2014,Indiana,Miami County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
e256e06b-2de7-427b-be60-23d0892cf2ab,2014,Indiana,Monroe County Emergency Management,developenhancestateandlocalgeospatialdatasystemGeographicInformationSystem,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8343.14
3e3373d2-9f88-4b00-94ca-d32ad068595d,2014,Indiana,Monroe County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,18800.00
0de5a8ec-f46a-4caa-b576-1810c505bc26,2014,Indiana,Montgomery County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
e72439c5-1914-4d05-afe1-effddb4a8398,2014,Indiana,Morgan County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8343.14
32dfcaa4-178a-4916-9526-a1d1c96af5ec,2014,Indiana,Newton County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
7ae7698b-3dd3-466b-817b-d548b0e3ab01,2014,Indiana,Noble County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8387.82
6ff44763-3cd0-4533-b4a1-9a67861552c1,2014,Indiana,Orange County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
354ff569-f1f5-4c16-b1c0-2f2bf08b19ef,2014,Indiana,Owen County Emergency Management,developenhanceinteroperablecommunicationssystems,2015-04-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,19390.00
ff65f531-9b81-4e2a-a83b-b9f450053ac9,2014,Indiana,Owen County Emergency Management,establishenhancecitizenawarenessofemergencypreparednesspreventionandresponsemeasures,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
f6ffa631-406d-41d2-a6e9-82c73f54a47b,2014,Indiana,Parke County Emergency Management,developenhanceinteroperablecommunicationssystems,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,20000.00
62dbe0d5-a77f-4f7e-a0c1-83f0418918c7,2014,Indiana,Parke County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
a247393e-d2d0-43e1-a0fa-7167a187e1bf,2014,Indiana,Perry County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,19945.00
88d191e8-badc-468c-b658-e798cb375df8,2014,Indiana,Perry County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.28
6bd117b3-a6b5-40db-8bbe-6943871d8cf6,2014,Indiana,Pike County Emergency Management,developenhanceinteroperablecommunicationssystems,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,19999.98
eb3ddc1d-ae85-42c1-a003-00502080c987,2014,Indiana,Pike County Emergency Management,establishenhancecitizenvolunteerinitiatives,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
a53eabce-dce4-4f7d-8502-46b2f3b49eee,2014,Indiana,Porter County Emergency Management,establishenhancepublicprivateemergencypreparednessprogram,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8483.49
b25ab5fa-7e2d-4ac7-9e6c-3ce69b4da0e1,2014,Indiana,Posey County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8455.64
0df092da-001b-486b-8e5c-1d6798ec52bc,2014,Indiana,Posey County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,20000.00
d87ac9cd-f120-4d55-a3b0-2f7e4d136367,2014,Indiana,Pulaski County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
8aa23d95-a4e7-465f-ab9c-abfa2bf1bd3e,2014,Indiana,Pulaski County Emergency Management,establishenhanceaterrorismintelligence/earlywarningsystemcenterortaskforce,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,20000.00
bd808d34-ffe2-4984-8a6a-ce084cc71552,2014,Indiana,Putnam County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
d3883103-e5a3-4f32-8572-790976f2bb9b,2014,Indiana,Randolph County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,7959.25
5f4ef7fe-9ecb-46ee-a303-39eceb59455f,2014,Indiana,Ripley County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.08
c6dcd254-c660-4512-af98-c580eea669a4,2014,Indiana,Rush County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
888ba7f3-b57c-4832-a2f8-844253070411,2014,Indiana,Rush County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,18965.00
039817ba-cc78-4803-a6e3-b00070dcb1fe,2014,Indiana,Scott County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8465.13
41f8a0b2-a1b3-430a-9fc9-42613ef825a4,2014,Indiana,Shelby County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2015-04-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,16532.85
bc912106-7ec7-4a97-b05c-26fbd1a1ff38,2014,Indiana,Shelby County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8434.16
896b2ba9-cdb7-426b-b36f-7b24c302472a,2014,Indiana,Spencer County Emergency Management,establishenhancesustainableHomelandSecurityPlanningProgram,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,7452.83
34e10ac4-136d-4906-8ed5-4a93c5a27684,2014,Indiana,St. Joseph County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8408.42
ea638f71-dceb-4e41-b65f-b5af1cbca1d7,2014,Indiana,Starke County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-12-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
7f61a4d4-58a6-48ca-a6ec-72b07bbb1cf4,2014,Indiana,Steuben County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.28
290139f0-c3c2-4127-995e-af8e3fc0663a,2014,Indiana,Sullivan County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-04-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,20000.00
1f7bdf51-ef52-421f-b525-bfced282c5a2,2014,Indiana,Sullivan County Emergency Management,establishenhancesustainableHomelandSecurityPlanningProgram,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8484.83
75f9d54c-fc7e-4c5c-8747-3c7450366993,2014,Indiana,Switzerland County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
175dd18d-37f1-41b3-9c7c-895e3f0e0453,2014,Indiana,Tippecanoe County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8436.60
ebf18006-5e13-4005-a262-4f82ad746fb5,2014,Indiana,Tipton County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8307.13
6bf782a5-4666-4abf-a731-9b425446ec88,2014,Indiana,Tipton County Emergency Management,establishenhancepublicprivateemergencypreparednessprogram,2013-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,19999.80
af580df6-fa65-43b7-8d33-c955d989cc31,2014,Indiana,Vanderburg County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8453.89
c757111c-a1f9-43d0-b062-daf33329fbf6,2014,Indiana,Vermillion County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
70568b02-4125-46b5-b8ec-ba816231bbcc,2014,Indiana,Vigo County Emergency Management,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
d4dfac12-9853-48b8-b53f-feb13b229101,2014,Indiana,Wabash County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8484.48
e24aeee9-b330-4cbc-b4dd-755b012c224a,2014,Indiana,Warren County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
7cc572d6-ea2c-4e0d-acfc-7e1a29382459,2014,Indiana,Warrick County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8474.71
0fd24b82-6a44-47eb-913f-a0b43c9a2833,2014,Indiana,Washingon County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.00
1af31b71-eecb-41b7-a9ff-4b914647fd3c,2014,Indiana,Wells County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8484.00
be002f58-a5e1-422a-befc-cc22c94e6e2d,2014,Indiana,White County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-04-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,20000.00
d6c17212-0abe-4859-80a5-a35f91d536d9,2014,Indiana,White County Emergency Management,establishenhanceemergencyoperationscenter,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,8485.29
3ab23369-e0b7-46a8-b33b-dff3bf2e32a5,2014,Indiana,Whitley County Emergency Management,developenhanceinteroperablecommunicationssystems,2014-10-01T00:00:00.000Z,2015-06-01T00:00:00.000Z,EMPG,6923.22
abc62b5e-8694-468a-83c6-bd81903f852f,2014,Iowa,Iowa Homeland Security and Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2013-10-01T00:00:00.000Z,2016-03-01T00:00:00.000Z,EMPG,2445715.60
99ea5844-a84c-4f18-b9a7-b1b5c095d974,2014,Iowa,Iowa Homeland Security and Emergency Management,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2013-10-01T00:00:00.000Z,2014-09-01T00:00:00.000Z,EMPG,2204571.00
8f4d2b83-04a0-4ddc-8cd7-9290021dab4c,2014,Kansas,The Adjutant Generals Department,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2014-01-01T00:00:00.000Z,2014-12-01T00:00:00.000Z,EMPG,1496054.00
de55e6d5-f69c-454b-a43f-360d22a5ee9a,2014,Kansas,The Adjutant Generals Department,developenhancehomelandsecurityemergencymanagementorganizationandstructure,2013-10-01T00:00:00.000Z,2015-09-01T00:00:00.000Z,EMPG,3027423.00
ae9ecf18-6484-41de-85c8-f3b7412dc806,2014,Kentucky,Kentucky Office of Homeland Security,Enhancecapabilitiestorecoverfromallhazardsevents,2013-10-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,EMPG,5508376.00
f794fae7-9534-4359-84d6-92fde56fc1cf,2014,Louisiana,Acadia Parish HS & EP,developenhanceplansproceduresandprotocols,2015-01-01T00:00:00.000Z,2015-12-01T00:00:00.000Z,EMPG,13677.00
a06cca25-5dee-43ac-aab5-8654c0f4ab72,2014,Louisiana,Acadia Parish HS & EP,Enhancecapabilitiestorespondtoallhazardsevents,2014-10-01T00:00:00.000Z,2015-10-01T00:00:00.000Z,EMPG,18688.00
f2c5455b-bf15-4a3b-bea6-863fcd0f484b,2014,Louisiana,Allen Parish HS & EP,developenhanceplansproceduresandprotocols,2015-01-01T00:00:00.000Z,2015-05-01T00:00:00.000Z,EMPG,28072.00
